"emp_no","first_name","last_name","hire_date"
244020,"Adam","Waymire","1986-01-24"
73137,"Manohar","Lortz","1986-10-08"
206134,"Peternela","Bultermann","1986-03-16"
463630,"Lokesh","Poujol","1986-01-24"
91350,"Boriana","Murrill","1986-10-17"
240373,"Arve","Esteva","1986-12-18"
53168,"Yunming","Ohori","1986-09-23"
451844,"JoAnne","Portugali","1986-09-23"
433460,"Carrsten","Halevi","1986-04-05"
20795,"Vojin","Malinowski","1986-04-11"
57075,"Alexius","Duclos","1986-06-12"
282495,"Ronghao","Glowinski","1986-06-26"
225466,"Xiaobin","Cangellaris","1986-02-26"
266454,"Kankanahalli","Cmelik","1986-07-10"
422682,"Ioana","Thisen","1986-04-24"
94566,"Adas","Wrigley","1986-06-05"
439942,"Tesuya","Pintelas","1986-10-23"
296479,"Henk","Gulik","1986-07-26"
72189,"Giri","Candan","1986-01-28"
25046,"Mart","Cyre","1986-07-14"
420819,"Dipayan","Zambonelli","1986-04-29"
450683,"Kayoko","Genther","1986-10-21"
461179,"Takushi","Farris","1986-04-12"
72796,"Susanta","Matzat","1986-11-25"
425742,"Martins","Rindone","1986-07-09"
288425,"Stepehn","Jullig","1986-04-08"
68191,"Prasadram","Angelopoulos","1986-10-19"
280918,"Aamod","Codenie","1986-07-24"
205804,"Marlo","Haumacher","1986-12-11"
468117,"Chikako","Bugrara","1986-04-17"
477559,"Kerhong","Junot","1986-07-27"
58676,"Mitsuyuki","Nittel","1986-02-23"
256109,"Olivera","Biros","1986-02-26"
224525,"Matt","Leaver","1986-05-13"
471472,"Youjian","Halloran","1986-11-11"
468859,"Zhilian","Middleton","1986-04-07"
484156,"Masoud","Terkki","1986-08-21"
246276,"Shimshon","Moffat","1986-05-01"
265059,"Trygve","Rothenberg","1986-01-03"
224495,"Marlo","Adachi","1986-05-24"
494437,"Vasiliy","Rikino","1986-06-12"
46905,"Maris","Zaumen","1986-03-13"
495499,"Filipp","Onuegbe","1986-10-17"
488860,"Sukumar","Skrikant","1986-10-14"
43458,"Djelloul","Schwaller","1986-02-17"
36891,"Gregory","Plump","1986-07-11"
486828,"Sachin","Molenkamp","1986-06-28"
283198,"Serenella","Ranon","1986-12-20"
475663,"Mamdouh","Borstler","1986-05-01"
61666,"Tesuro","Vasanthakumar","1986-03-13"
414794,"Hinrich","Hanabata","1986-06-24"
97724,"Jagoda","Pezzoli","1986-11-08"
40760,"Munehiro","Yetto","1986-01-30"
90539,"Uzi","Perz","1986-07-18"
108822,"Sachem","Senzako","1986-08-09"
458182,"Vitaly","Taubenfeld","1986-07-19"
479790,"Perry","Parveen","1986-07-16"
13562,"Mary","Cooley","1986-02-24"
438744,"Stamatina","Czaja","1986-01-20"
213238,"Foong","Lambe","1986-08-09"
245772,"Mario","Shobatake","1986-12-24"
248245,"Kwangyoen","Ramaiah","1986-11-13"
432114,"Divier","Tomescu","1986-10-12"
251078,"Maren","Berstel","1986-02-18"
222405,"Tremaine","Heuser","1986-03-03"
271802,"Zdislav","Gilg","1986-08-01"
72650,"Rasikan","Muniz","1986-05-25"
90405,"Theirry","Muchinsky","1986-01-25"
219921,"Debatosh","Oehlmann","1986-04-28"
479066,"Rance","Kruskal","1986-06-20"
413914,"Rajmohan","Covnot","1986-07-12"
93344,"Bernardo","Escriba","1986-01-07"
74301,"Leaf","Sethi","1986-12-12"
439692,"Kenton","Ratnakar","1986-02-02"
465999,"Nahla","Kusakari","1986-11-22"
25826,"Genevieve","Maliniak","1986-09-08"
424885,"Zhensheng","Picco","1986-03-21"
252213,"Ortrud","Azadmanesh","1986-02-08"
258842,"Syozo","Heiserman","1986-07-21"
214773,"Kenroku","Bale","1986-02-06"
485372,"Mingdong","Staudhammer","1986-03-20"
211931,"Sailaja","Maksimenko","1986-07-22"
57217,"Freyja","Sommer","1986-02-19"
407741,"Shushma","Hutton","1986-07-11"
434051,"Steve","Legleitner","1986-09-20"
420066,"Chinho","Jumpertz","1986-02-01"
427607,"Younwoo","Reutenauer","1986-03-04"
15701,"Ult","Prenel","1986-12-28"
467182,"Renee","Ashish","1986-01-29"
216317,"Piyush","Bellone","1986-12-04"
419939,"Fumiko","Stranks","1986-05-28"
12225,"Yongqiao","Narahara","1986-06-15"
494662,"Koldo","Wroclawski","1986-04-19"
18520,"Sreenivas","Matteis","1986-07-18"
429274,"Hironobu","Beerel","1986-02-23"
219546,"Weidon","Rouquie","1986-01-16"
413001,"Nitsan","Monkewich","1986-10-14"
244019,"Syozo","Fujisaki","1986-02-21"
227152,"Phule","Oaver","1986-08-05"
286031,"Rafols","Reistad","1986-11-21"
88032,"Urs","Serra","1986-11-19"
295460,"Ebbe","Conia","1986-09-22"
59518,"Gil","Demian","1986-03-03"
230347,"Arnd","Schaar","1986-11-02"
215543,"Tommaso","Salvesen","1986-03-14"
29650,"Patricio","McAffer","1986-11-07"
462658,"Marke","Knightly","1986-07-10"
416454,"Duro","Liedekerke","1986-08-30"
250649,"Claudi","Shrader","1986-06-07"
470770,"Susanna","Baez","1986-12-28"
215371,"Yahiko","Chinin","1986-05-29"
53367,"Samphel","Parveen","1986-08-05"
216557,"Renee","Brodal","1986-10-16"
432243,"Masadi","Junot","1986-05-24"
434684,"Rimli","Larfeldt","1986-11-24"
252247,"Oddvar","Snedden","1986-03-10"
405435,"Shay","Pleszkun","1986-11-29"
52122,"Anneke","Vernadat","1986-07-04"
437499,"Mamdouh","Lipner","1986-06-24"
238605,"Pranay","Negoita","1986-11-16"
406515,"Sungwon","Thimonier","1986-07-15"
237713,"Uma","Bellone","1986-06-11"
443104,"Evgueni","Ermel","1986-10-04"
13041,"Kazuhide","Zucker","1986-05-21"
71659,"Ewing","Axelband","1986-05-10"
233335,"Vitaly","Madeira","1986-06-18"
449040,"Parke","Irland","1986-01-25"
212883,"Denis","Hedayat","1986-10-31"
474752,"Luise","Rijckaert","1986-02-11"
429624,"Kasidit","Pagter","1986-11-10"
490113,"Houman","Servi","1986-04-18"
19490,"Odoardo","Heuter","1986-12-31"
80405,"Kwangjo","Bultermann","1986-11-26"
479038,"Mitchel","Morton","1986-05-13"
462157,"Mabhin","Emmart","1986-08-07"
481339,"Zijian","Thorensen","1986-06-13"
263302,"Kyoichi","Leaver","1986-02-21"
258077,"Arne","Plessier","1986-10-06"
17234,"Miomir","Oppitz","1986-09-29"
297423,"Nirmal","Luca","1986-04-29"
227973,"Tomofumi","Tyugu","1986-12-17"
485902,"Sailaja","Berendt","1986-01-21"
226911,"Elzbieta","Chachaty","1986-09-27"
437160,"Vitali","Greibach","1986-05-29"
202897,"Gino","Mitsuhashi","1986-04-23"
448971,"Arve","Bolsens","1986-07-19"
425997,"Elgin","Besselaar","1986-01-02"
497147,"Vivian","Pero","1986-12-21"
280274,"Sorina","Rikino","1986-01-16"
22111,"Rasiah","Felcyn","1986-04-01"
407887,"Shahar","Alpin","1986-02-20"
74003,"Boalin","Choobineh","1986-06-28"
98033,"Jaewoo","Masaki","1986-04-05"
82817,"Narain","Matteis","1986-04-03"
15104,"Badri","Rodite","1986-06-13"
244038,"Nikolaos","Dulin","1986-08-13"
470045,"Ulises","Bresenham","1986-08-13"
274322,"Ranga","Benantar","1986-11-15"
257644,"Xiaoqiang","Reeker","1986-09-04"
255783,"Mara","Scallan","1986-09-30"
22485,"Arup","Krzyzanowski","1986-06-18"
209585,"Rajmohan","Kilgour","1986-10-07"
278260,"Ravishankar","Diderrich","1986-09-16"
217668,"Fumino","Stroustrup","1986-12-15"
56626,"Sanjeeva","Rande","1986-02-10"
49202,"Zhaofang","Chiola","1986-07-21"
423725,"Dines","Belinskaya","1986-10-07"
82318,"Branimir","Hashii","1986-03-20"
65126,"Naraig","Janocha","1986-12-18"
460048,"Basem","Conti","1986-01-20"
251826,"Shimshon","Ghalwash","1986-05-25"
250612,"Hidekazu","Backhouse","1986-10-01"
237955,"Troy","Lipner","1986-04-05"
408964,"Piyawadee","Gopalakrishnan","1986-09-11"
499660,"Valery","Schade","1986-09-19"
48549,"Ferdinand","Broomell","1986-09-01"
282945,"Patricio","McFarlin","1986-04-23"
29958,"Arfst","Veccia","1986-05-23"
418416,"Mitsuyuki","Szilard","1986-01-22"
239245,"Ranga","Perry","1986-12-29"
422953,"Yuuichi","Hammerschmidt","1986-12-24"
283445,"Mohamadou","Hasham","1986-03-22"
298729,"Shiv","Harllee","1986-07-11"
267593,"Kiyomitsu","Angelov","1986-04-24"
217882,"Marit","Usdin","1986-07-18"
268957,"Heather","Schapire","1986-11-13"
484224,"Hyuncheol","Jansen","1986-08-01"
106778,"Jiakeng","Rehfuss","1986-06-24"
232123,"Margareta","Chinal","1986-11-08"
480102,"Przemyslawa","Geffroy","1986-04-07"
11305,"Augustine","Schwabacher","1986-04-11"
487227,"Susumu","Delgrande","1986-03-30"
444162,"Leah","Solovay","1986-05-25"
20238,"Yunming","Sooriamurthi","1986-03-26"
71359,"Jamaludin","Velasco","1986-10-25"
229607,"Jayesh","Basagni","1986-06-24"
450983,"Paraskevi","Cooman","1986-09-14"
499539,"Palash","Puoti","1986-09-09"
281230,"Uwe","Oxman","1986-08-01"
91866,"Vitaly","Chartres","1986-03-21"
273507,"Phuoc","Kilgour","1986-07-05"
77459,"Zhenhua","Bednarek","1986-04-27"
466051,"Keiichiro","Giaccio","1986-10-21"
43947,"Edwin","Luks","1986-05-25"
432472,"Kristof","Lichtman","1986-05-24"
233976,"Chaosheng","Harllee","1986-07-27"
416534,"Ewing","Baezner","1986-07-13"
71771,"Sedat","Strehl","1986-02-26"
81020,"Michaela","Hiroyama","1986-10-08"
89565,"Vishwani","Fontan","1986-01-27"
453132,"Goa","Genin","1986-08-13"
61718,"Yakichi","Poujol","1986-01-23"
247978,"Uriel","Pargas","1986-05-29"
295958,"Ronghao","Mitsuhashi","1986-03-19"
39194,"Arun","Imataki","1986-07-15"
28104,"Dmitry","Marsiglia","1986-09-17"
14551,"Richard","Sinitsyn","1986-01-05"
242270,"Arif","Beidas","1986-05-09"
33029,"Claude","Cherinka","1986-04-14"
299114,"Emran","Thisen","1986-08-13"
261779,"Yahiko","Dichev","1986-02-13"
482178,"Thanasis","Versino","1986-06-14"
106081,"Xiaocheng","Noriega","1986-06-10"
257671,"Rayond","Buescher","1986-07-18"
484549,"Khue","Glinert","1986-10-08"
435204,"Chanjung","Jansen","1986-10-27"
104905,"Eckart","Wilfing","1986-09-05"
445324,"Margo","Cooley","1986-02-08"
454775,"Feipei","Rikino","1986-01-06"
203942,"Chinhyun","Rothe","1986-02-08"
281688,"Terresa","Waymire","1986-03-04"
481537,"Yucai","Munch","1986-08-19"
82886,"Rayond","Pettis","1986-10-04"
108537,"Nigel","Pearson","1986-11-25"
250515,"Zissis","Schach","1986-03-03"
437616,"Yinghua","Hambrick","1986-03-22"
286375,"Bingning","Schiettecatte","1986-05-07"
464366,"Demos","Krupka","1986-02-04"
206422,"Billie","Perko","1986-04-14"
215441,"Rajmohan","Gente","1986-12-21"
439818,"Hugh","Roisin","1986-12-23"
294319,"Geoffry","Bach","1986-11-17"
482511,"Peer","Erez","1986-03-25"
200646,"Somnath","Pietrzykowski","1986-09-27"
479363,"Nimmagadda","Selvestrel","1986-01-28"
65449,"Vasiliy","Steenbeek","1986-08-30"
40908,"Hidde","Acton","1986-08-10"
63071,"Faiza","Hoogerwoord","1986-03-01"
478325,"Roddy","Haddadi","1986-05-08"
12376,"Kwangsub","Matzen","1986-11-11"
10217,"Yongmin","Roison","1986-05-12"
472500,"Ugo","Setia","1986-11-15"
470465,"Gilbert","Quaggetto","1986-04-26"
105329,"Shakhar","Speer","1986-07-09"
433620,"Yishay","Menhardt","1986-06-05"
26878,"Fumitaka","Rodier","1986-03-01"
67619,"Lakshmi","Zumaque","1986-06-30"
294126,"Adit","Aseltine","1986-01-20"
220119,"Kauko","Basagni","1986-10-12"
106240,"Shen","Ramras","1986-02-28"
228509,"Ottavia","Deverell","1986-07-01"
454503,"Gonzalo","Brandsma","1986-08-30"
488678,"Hairong","Gihr","1986-04-19"
477637,"Elgin","Pelz","1986-03-18"
90602,"Tadahiro","Szmurlo","1986-05-14"
216074,"Yefim","Tanemo","1986-03-09"
476468,"Sasan","Zlotek","1986-08-30"
92683,"Kwan","Bouloucos","1986-03-12"
421658,"Youngkon","Luff","1986-05-14"
51811,"Jongsuk","Zongker","1986-03-07"
484724,"Uzi","Borstler","1986-08-24"
471509,"Lijie","Nourani","1986-04-10"
97589,"Vasilii","Vernadat","1986-04-13"
283053,"Morris","Beznosov","1986-07-08"
476330,"Wuxu","Besancenot","1986-05-07"
420030,"Arun","Vidal","1986-03-20"
487554,"Chikako","Mitchem","1986-01-18"
457763,"Shaowen","Vingron","1986-11-07"
493067,"Tsz","Attimonelli","1986-12-27"
261825,"Khatoun","Kinley","1986-12-21"
93121,"Fabrizio","Kopetz","1986-11-12"
454067,"Uma","Lindenbaum","1986-11-07"
104222,"Gretta","Wursthorn","1986-12-13"
407189,"Ult","Facello","1986-04-14"
495535,"Srinidhi","Paciorek","1986-04-19"
10837,"Chuanti","Karlin","1986-01-14"
468779,"Aemilian","Guting","1986-07-03"
299307,"Mara","Stavenow","1986-03-25"
439078,"Shahab","Gien","1986-12-09"
42518,"Shuho","Ellozy","1986-12-26"
423948,"Utz","Smeets","1986-09-10"
207089,"Masaru","Muniz","1986-02-01"
253894,"Divier","Quaggetto","1986-03-13"
431983,"Brigham","Ebeling","1986-03-07"
22806,"Shuzo","Ressouche","1986-05-04"
453442,"Abdulah","Besancenot","1986-01-29"
263210,"Atreyi","Hoppenstand","1986-02-12"
459692,"Kyoichi","Flasterstein","1986-07-09"
404445,"Haldon","Berstel","1986-01-21"
462418,"Rasiah","Theuretzbacher","1986-11-12"
419022,"Gudjon","Fontan","1986-06-17"
495418,"Mayuri","Rettelbach","1986-12-05"
268812,"Torsten","Srimani","1986-07-13"
200812,"Arnould","Alpay","1986-07-06"
21547,"Fatemeh","Crooks","1986-08-24"
78582,"Sanjai","Rijckaert","1986-03-10"
32439,"Abdelghani","Karner","1986-07-19"
273338,"Huei","Gecsei","1986-03-13"
458734,"Boriana","Gajiwala","1986-02-03"
206499,"Arlette","Yoshizawa","1986-11-25"
493376,"Barton","Stanfel","1986-08-11"
249276,"Arra","Matheson","1986-03-24"
90212,"JiYoung","Rahimi","1986-06-10"
468737,"Josyula","Pollacia","1986-07-30"
47745,"Gio","Simkin","1986-10-27"
275116,"Vesna","Broomell","1986-11-22"
46195,"Uta","Szemeredi","1986-07-11"
244344,"Sverrir","Ranai","1986-07-19"
98807,"Aloys","Hanratty","1986-03-28"
43779,"Christophe","Segond","1986-08-08"
107894,"Josyula","Saoudi","1986-05-23"
202017,"Shahab","Coorg","1986-04-09"
44193,"Fatemeh","Billingsley","1986-07-21"
66950,"Bluma","Gischer","1986-11-27"
208923,"Margo","Veldwijk","1986-02-18"
490727,"Tianruo","Chinin","1986-03-16"
72107,"Maia","Samarati","1986-03-13"
257757,"Pranas","Buchter","1986-05-24"
42545,"Bartek","Baca","1986-11-09"
102945,"Pranay","Lanzelotte","1986-04-23"
434461,"Pranjal","Kirkerud","1986-11-05"
410567,"Ingemar","Birge","1986-10-09"
87867,"Yishai","Szemeredi","1986-08-17"
277517,"Billie","Schurmann","1986-07-20"
485720,"Eberhardt","Swiler","1986-04-15"
443209,"Ottavia","Serdy","1986-08-29"
53012,"Yongdong","Muchinsky","1986-10-30"
13982,"Marsja","Vieri","1986-05-31"
26020,"Deborah","Moffat","1986-09-11"
92267,"Guttorm","Setiz","1986-06-13"
229766,"Valeri","Bahk","1986-11-18"
274289,"Suzette","Vandervoorde","1986-06-17"
436953,"Mayuko","Winter","1986-03-06"
479069,"Ranga","Pfau","1986-09-19"
258080,"Malu","Perz","1986-10-07"
298616,"Kenton","Pettit","1986-06-14"
82705,"Ingmar","Ladret","1986-06-16"
425739,"Denny","Flowers","1986-07-15"
400434,"Tomokazu","Kaiserswerth","1986-10-22"
410875,"Angel","Swab","1986-09-04"
470320,"Sajjan","Litvinov","1986-05-25"
88181,"Diederik","Lortz","1986-05-04"
81918,"Aiichiro","Lundstrom","1986-08-21"
477368,"Gino","Andreotta","1986-11-28"
472612,"Anyuan","Lanteri","1986-12-11"
444072,"Naftaly","Peral","1986-01-30"
410044,"Takahira","Poehlman","1986-10-24"
284589,"Ult","Kaiserswerth","1986-02-12"
437085,"Insup","Cooman","1986-12-29"
431891,"Koldo","Knightly","1986-06-27"
259752,"Eberhardt","Rosch","1986-10-20"
417165,"Gudjon","Jonsson","1986-11-27"
429047,"Tsz","Shimshoni","1986-10-25"
437552,"Nitsan","Xiaoshan","1986-04-28"
30370,"Kaijung","Landherr","1986-09-08"
258997,"Gian","Rusterholz","1986-10-30"
81210,"Junsik","Prampolini","1986-08-11"
61370,"Shahar","Candan","1986-02-03"
298320,"Vishv","Strandh","1986-11-10"
29080,"Panayotis","Shumilov","1986-05-21"
475939,"Masaki","Delgrange","1986-02-20"
283337,"TRUE","Bernatsky","1986-11-08"
25915,"Aimee","Luks","1986-11-21"
202211,"Izaskun","Janocha","1986-10-16"
401771,"Mooi","Perez","1986-04-21"
73867,"KayLiang","Munos","1986-03-12"
479405,"Nadjib","Dechter","1986-09-19"
464542,"Masako","Holburn","1986-12-19"
214030,"Paris","Whitcomb","1986-01-12"
477268,"Yonghong","Schaad","1986-06-25"
470140,"Eldridge","Diderrich","1986-05-16"
434210,"Hailing","Cromarty","1986-12-18"
488630,"Heejo","Muhling","1986-09-08"
210424,"Siddarth","Schwaller","1986-06-08"
82110,"Vugranam","Gecsel","1986-04-11"
438486,"Arve","Vesel","1986-06-03"
69328,"Olivera","Valette","1986-04-29"
281771,"Oscal","Ouhyoung","1986-06-25"
255493,"Karsten","Siepmann","1986-09-03"
82006,"Leszek","Plesums","1986-09-20"
445220,"Florina","Luft","1986-03-05"
298859,"Shuji","Dehkordi","1986-10-14"
250913,"Limsoon","Sluis","1986-01-25"
84088,"Sarita","Sichman","1986-12-14"
410267,"Jeanna","Reutenauer","1986-10-20"
267341,"Arvin","Ponthieu","1986-12-07"
214310,"Saddek","Poupard","1986-08-09"
37852,"Christophe","Lunt","1986-09-04"
89002,"Luisa","Pelz","1986-11-24"
83476,"Steve","Porenta","1986-10-13"
432827,"Ulf","Cunliffe","1986-12-14"
108090,"Lucian","Cyre","1986-05-21"
222111,"Kazuhide","Honiden","1986-05-11"
434984,"Geraldo","Garnick","1986-07-22"
215171,"Nahla","Parfitt","1986-12-16"
28099,"Susanta","Potthoff","1986-01-15"
210178,"Mostafa","Axelband","1986-12-01"
227115,"Rafail","Otillio","1986-07-04"
287657,"Sham","Erbe","1986-04-06"
65713,"Bikash","Demke","1986-04-24"
469427,"Przemyslawa","Werthner","1986-01-16"
220808,"Yonghoan","Billawala","1986-10-07"
219046,"Insup","Birsak","1986-02-18"
400957,"Yakkov","Worfolk","1986-09-21"
493021,"Aris","Ramalingam","1986-01-19"
419260,"Magdalena","Qiwen","1986-08-30"
271089,"Willard","Schonegge","1986-04-26"
17816,"Toshimo","Kenevan","1986-10-06"
76981,"Somnath","DuCasse","1986-06-11"
468986,"Srinidhi","McAlpine","1986-07-05"
495685,"Sigeru","Kropp","1986-12-05"
430178,"Elvis","Fadgyas","1986-09-18"
450142,"Jaana","Reutenauer","1986-06-23"
474554,"Foong","Felcyn","1986-12-05"
474310,"Satyanarayana","Minakawa","1986-09-28"
49260,"Shounak","Delaune","1986-02-26"
458662,"Saeko","Kulisch","1986-03-06"
244084,"Roddy","Rosenbaum","1986-02-27"
274919,"Piyush","Kaminger","1986-04-09"
226309,"Youngkon","Portugali","1986-05-12"
54781,"Chinho","Leaver","1986-02-20"
485007,"Chenyi","Chleq","1986-12-05"
473638,"Genki","Serre","1986-02-09"
401421,"Froduald","Janetzko","1986-03-13"
87038,"Lucian","Andreotta","1986-12-15"
405567,"Xiaoqiu","Talmon","1986-07-24"
38915,"Divine","Hanratty","1986-04-05"
238673,"Shen","Ressouche","1986-07-23"
266749,"Lena","Cappelli","1986-06-26"
439072,"Snehasis","Kavanagh","1986-01-18"
56835,"Kolar","Shumilov","1986-10-14"
425614,"Kirk","Ritzmann","1986-05-20"
267770,"Vitali","Skrikant","1986-05-12"
262292,"Hyuckchul","Cardazo","1986-11-09"
107764,"Moie","Mersereau","1986-09-05"
40842,"Eldridge","Delgrande","1986-11-20"
231326,"Arno","Cmelik","1986-06-16"
109825,"Gadiel","Sinitsyn","1986-10-16"
250397,"Boutros","Raney","1986-06-11"
432051,"Constantijn","Skafidas","1986-10-03"
97032,"Froduald","Meriste","1986-02-20"
263628,"Tamiya","Heusch","1986-04-11"
428849,"Clyde","Wursthorn","1986-11-02"
54751,"Jaihie","Conia","1986-03-05"
489487,"Marjo","Callaway","1986-11-12"
288418,"Zhenhua","Mahnke","1986-07-16"
36055,"Changho","Rubsam","1986-05-04"
423116,"Sukumar","Ramsay","1986-05-22"
409302,"Sorina","Gornas","1986-10-14"
243035,"Masaki","Zongker","1986-04-16"
445682,"Jongsuk","Peha","1986-05-09"
25972,"Demos","Escriba","1986-01-03"
219245,"Eben","Hambrick","1986-01-10"
211581,"Takahiro","Munro","1986-08-14"
16378,"Ashish","Zobel","1986-06-06"
270494,"Aksel","Erde","1986-08-08"
428421,"Arne","Shanbhogue","1986-12-19"
269433,"Leni","Hutter","1986-08-18"
208406,"Jasminko","Angelov","1986-09-08"
26274,"Shaowei","Eickenmeyer","1986-09-18"
108551,"Yahiko","Garnick","1986-12-28"
86117,"Nishit","Barvinok","1986-05-24"
81541,"Nobuyoshi","Akaboshi","1986-06-01"
446971,"Yuichiro","Luan","1986-04-18"
416201,"Ger","Lamma","1986-06-14"
79366,"Chinya","Tsunoo","1986-03-25"
251619,"Charlene","Chinin","1986-06-18"
248277,"Yinlin","Boyle","1986-09-03"
37724,"Owen","Gronowski","1986-03-19"
455250,"Mohua","Ermel","1986-03-12"
450534,"Alain","Spieker","1986-12-04"
76109,"Basem","Ramamoorthy","1986-11-28"
490087,"Adib","Makrucki","1986-07-12"
218634,"Mori","Zobel","1986-03-02"
425376,"Alper","Schaad","1986-05-10"
401485,"Sibyl","Borstler","1986-07-19"
106435,"Collette","Christ","1986-05-17"
469003,"Boaz","Puppo","1986-05-02"
20990,"Boalin","Granlund","1986-06-30"
71960,"Teunis","Karnin","1986-11-16"
282909,"Demin","Schapire","1986-02-21"
421980,"Mingzeng","Halloran","1986-06-14"
440557,"Dharmaraja","Stifter","1986-07-27"
203247,"Anoosh","Heiserman","1986-07-05"
494361,"Angus","Schrooten","1986-12-05"
61981,"Mayuko","Rijckaert","1986-05-12"
31826,"Arnould","Miara","1986-08-07"
17232,"Lihong","Baaz","1986-05-28"
46945,"Zengping","Mandelberg","1986-09-19"
299426,"Xiadong","Braunmuhl","1986-04-14"
230092,"Phillip","Samarati","1986-08-20"
491869,"Annemarie","Penz","1986-02-27"
201376,"Shuky","Swiss","1986-02-26"
99799,"Ottavia","Khamsi","1986-04-15"
238029,"Chaosheng","Choobineh","1986-07-20"
38686,"Aral","Spinelli","1986-04-16"
292752,"Jianhao","Frolund","1986-08-22"
48809,"Masami","Farrow","1986-01-25"
456058,"Dharmaraja","Denna","1986-08-06"
21782,"Shahab","Chartres","1986-06-28"
407684,"Gino","Vidal","1986-06-23"
222272,"Fumiko","Ramsey","1986-11-23"
405446,"Weicheng","Borovoy","1986-03-27"
259623,"Mechthild","Kambil","1986-12-24"
275783,"Tetsushi","Haddadi","1986-01-17"
40339,"Aleksandar","Lammel","1986-06-10"
227089,"Hairong","Ishibashi","1986-07-20"
449448,"Filipe","Roccetti","1986-09-11"
200658,"Nathan","Gire","1986-07-31"
225530,"Lijia","Pokrovskii","1986-05-05"
464477,"Xinan","Yurek","1986-09-18"
293913,"Maren","Schwartzbauer","1986-10-10"
27248,"Baruch","Zaumen","1986-04-11"
231892,"Yurii","Morris","1986-12-15"
455242,"Shigenori","Kitai","1986-04-15"
233348,"Ebbe","Renear","1986-07-05"
96774,"Serge","Zizka","1986-10-16"
230258,"Mong","Huxford","1986-02-03"
45318,"Franziska","Dalton","1986-04-22"
254750,"Basant","Laurillard","1986-06-11"
212107,"Mark","Heystek","1986-08-12"
103092,"Mabry","Falby","1986-10-01"
224776,"Thanasis","Salinas","1986-09-24"
71753,"Tzu","Fadgyas","1986-06-29"
434857,"Tayeb","Haumacher","1986-01-16"
61203,"Demin","Beznosov","1986-12-27"
423907,"Sanjit","Akaboshi","1986-08-20"
468111,"Chenxi","Gonthier","1986-05-11"
469025,"Achilleas","Zockler","1986-06-22"
492979,"Sachar","Kawashima","1986-07-05"
464723,"Susanta","Dalton","1986-05-08"
270016,"Zeydy","Moehrke","1986-10-28"
21058,"Atreyi","Poupard","1986-09-25"
492850,"Yefim","Gill","1986-08-02"
54045,"Udaiprakash","Akaboshi","1986-02-11"
419559,"Shushma","Orsini","1986-12-29"
40257,"Adit","Conte","1986-04-22"
106365,"Odinaldo","Crooks","1986-11-29"
241182,"Toshimi","Peral","1986-04-26"
219621,"Constantino","Brookman","1986-01-01"
104139,"Tze","Danecki","1986-03-08"
456868,"Adly","Kolvik","1986-03-27"
279079,"Adly","Koblitz","1986-07-11"
58543,"Gully","Beausoleil","1986-09-12"
458688,"Munehiro","Hopewell","1986-01-29"
246930,"Kitty","Anguita","1986-06-14"
410096,"Yishai","Tempesti","1986-06-25"
14184,"Nalini","Barvinok","1986-08-24"
495464,"Dung","Lowrie","1986-10-19"
214065,"Valdiodio","Mandell","1986-07-25"
57014,"Lijie","Yavatkar","1986-07-09"
209875,"Alejandro","Decaestecker","1986-12-27"
433077,"Zongyan","Mungall","1986-02-06"
408791,"Youjian","Billingsley","1986-08-15"
419197,"Yechiam","Terkki","1986-07-04"
410045,"Zine","Winter","1986-01-10"
205471,"Bernd","Vasanthakumar","1986-01-18"
237212,"Kazuhisa","Kornyak","1986-05-12"
226018,"Rosalie","Puppe","1986-08-31"
487315,"Tamiya","Binkley","1986-02-13"
205998,"Hidekazu","Hofmeyr","1986-01-31"
485058,"Jamaludin","Curless","1986-08-17"
405088,"Pohua","Quittner","1986-03-31"
78578,"Reinhold","Madeira","1986-10-11"
280603,"Kien","Sinitsyn","1986-09-07"
430285,"Nishit","Deville","1986-08-28"
79192,"Yucel","Marchesini","1986-08-16"
33836,"Hyuckchul","Hartvigsen","1986-09-18"
257893,"Theron","Falco","1986-05-11"
290766,"Fumiko","Angelopoulos","1986-03-05"
96201,"Suvo","Guting","1986-03-07"
435413,"Maha","Jansen","1986-10-05"
57478,"Uno","Munawer","1986-06-09"
290298,"Ziyad","Kuszyk","1986-04-21"
105393,"Uli","Nooteboom","1986-11-22"
236253,"Ulises","Vanwelkenhuysen","1986-10-15"
476160,"Nakhoon","Plump","1986-04-08"
274403,"Kellie","Vanwelkenhuysen","1986-12-07"
18824,"Divier","Osgood","1986-06-24"
43965,"Syozo","Hasham","1986-06-25"
61214,"JoAnne","Peac","1986-07-27"
37174,"Rosli","Eiron","1986-03-17"
451008,"Hironobu","Schapiro","1986-05-14"
17527,"Wojceich","Comellas","1986-10-17"
447197,"Ramachenga","Halevi","1986-07-20"
490010,"Kshitij","Ranft","1986-10-24"
286650,"Marek","Turnbull","1986-05-01"
219876,"Adin","Matzat","1986-03-19"
35329,"Goetz","Lukaszewicz","1986-11-23"
421693,"Krisda","Ligten","1986-10-14"
276981,"Danai","Perfilyeva","1986-04-23"
281776,"Radoslaw","Nilsson","1986-12-28"
242929,"Jaber","Neiman","1986-04-01"
36539,"Gopalakrishnan","Farrar","1986-10-08"
14439,"Raimond","Woycyznski","1986-11-01"
220176,"Jaana","Viele","1986-05-26"
54746,"Ramzi","Liesche","1986-11-18"
15753,"Sanjay","Breugel","1986-04-22"
